,Addendum A.- OPPS APCs for CY 2025,,,,,,,,,,
,Inflation-adjusted 3-digit coinsurance percentage may not precisely reflect the copayment amount due to rounding calculations.,,,,,,,,,,
APC,Group Title,SI,Relative Weight,Payment Rate,National Unadjusted Copayment,Minimum Unadjusted Copayment,IRA Coinsurance percentage,Adjusted Beneficiary Copayment,Drug and Device Pass-Through Expiration during Calendar Year,Note,
1572,New Technology - Level 35 ($8501-$9000),T,,"$8,750.500",.,"$1,750.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1573,New Technology - Level 36 ($9001-$9500),T,,"$9,250.500",.,"$1,850.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1574,New Technology - Level 37 ($9501-$10000),T,,"$9,750.500",.,"$1,950.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1575,"New Technology - Level 38 ($10,001-$15,000)",S,,"$12,500.500",.,"$2,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1576,"New Technology - Level 39 ($15,001-$20,000)",S,,"$17,500.500",.,"$3,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1577,"New Technology - Level 40 ($20,001-$25,000)",S,,"$22,500.500",.,"$4,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1578,"New Technology - Level 41 ($25,001-$30,000)",S,,"$27,500.500",.,"$5,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1579,"New Technology - Level 42 ($30,001-$40,000)",S,,"$35,000.500",.,"$7,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1580,"New Technology - Level 43 ($40,001-$50,000)",S,,"$45,000.500",.,"$9,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1581,"New Technology - Level 44 ($50,001-$60,000)",S,,"$55,000.500",.,"$11,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1582,"New Technology - Level 45 ($60,001-$70,000)",S,,"$65,000.500",.,"$13,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1583,"New Technology - Level 46 ($70,001-$80,000)",S,,"$75,000.500",.,"$15,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1584,"New Technology - Level 47 ($80,001-$90,000)",S,,"$85,000.500",.,"$17,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1585,"New Technology - Level 48 ($90,001-$100,000)",S,,"$95,000.500",.,"$19,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1589,"New Technology - Level 38 ($10,001-$15,000)",T,,"$12,500.500",.,"$2,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1590,"New Technology - Level 39 ($15,001-$20,000)",T,,"$17,500.500",.,"$3,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1591,"New Technology - Level 40 ($20,001-$25,000)",T,,"$22,500.500",.,"$4,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1592,"New Technology - Level 41 ($25,001-$30,000)",T,,"$27,500.500",.,"$5,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1593,"New Technology - Level 42 ($30,001-$40,000)",T,,"$35,000.500",.,"$7,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1594,"New Technology - Level 43 ($40,001-$50,000)",T,,"$45,000.500",.,"$9,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1595,"New Technology - Level 44 ($50,001-$60,000)",T,,"$55,000.500",.,"$11,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1596,"New Technology - Level 45 ($60,001-$70,000)",T,,"$65,000.500",.,"$13,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1597,"New Technology - Level 46 ($70,001-$80,000)",T,,"$75,000.500",.,"$15,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1598,"New Technology - Level 47 ($80,001-$90,000)",T,,"$85,000.500",.,"$17,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1599,"New Technology - Level 48 ($90,001-$100,000)",T,,"$95,000.500",.,"$19,000.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1608,Etanercept injection,K,,$790.781,.,$158.16,,$158.16,,,
1609,"Rho(D) immune globulin h, sd",K,,$32.863,.,$6.58,,$6.58,,,
1613,Trastuzumab injection,K,,$77.051,.,$15.42,,$15.42,,,
1630,"Hep b ig, im",K,,$146.312,.,$29.27,,$29.27,,,
1643,"Y90 ibritumomab, rx",K,,"$56,824.549",,"$11,364.91",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1656,Factor viii fc fusion recomb,K,,$2.338,.,$0.47,,$0.47,,,
1658,"Injection, belinostat, 10mg",K,,$50.280,.,$10.06,,$10.06,,,
1660,"Injection, oritavancin",K,,$28.532,.,$5.71,,$5.71,,,
1662,Inj tedizolid phosphate,K,,$1.808,.,$0.37,,$0.37,,,
1664,Florbetapir f18,K,,"$2,194.620",.,$438.93,,$438.93,,,
1670,Tetanus immune globulin inj,K,,$572.068,.,$114.42,,$114.42,,Inflation-Adjusted Coinsurance,
1675,P32 na phosphate,K,,$179.120,.,$35.83,,$35.83,,,
1683,Basiliximab,K,,"$4,657.581",.,$931.52,,$931.52,,,
1685,"Darbepoetin alfa, non-esrd",K,,$2.972,.,$0.60,,$0.60,,,
1686,"Epoetin alfa, non-esrd",K,,$6.461,.,$1.30,,$1.30,,,
1687,Digoxin immune fab (ovine),K,,"$5,069.980",.,"$1,014.00",19.582%,$992.81,,Inflation-adjusted coinsurance,
1688,Ethanolamine oleate,K,,$491.653,.,$98.34,,$98.34,,,
1689,Fomepizole,K,,$6.160,.,$1.24,,$1.24,,,
1690,Hemin,K,,$33.122,.,$6.63,19.200%,$6.36,,Inflation-Adjusted Coinsurance,
1694,Ziconotide injection,K,,$9.778,.,$1.96,,$1.96,,,
1696,Palifermin injection,K,,$33.991,.,$6.80,16.931%,$5.76,,Inflation-Adjusted Coinsurance,
1700,Inj secretin synthetic human,K,,$42.572,.,$8.52,19.648%,$8.37,,Inflation-Adjusted Coinsurance,
1701,Treprostinil injection,K,,$55.946,.,$11.19,,$11.19,,,
1704,"Humate-P, inj",K,,$1.446,.,$0.29,,$0.29,,,
1705,Factor viia recomb novoseven,K,,$2.549,.,$0.51,,$0.51,,,
1710,Clofarabine injection,K,,$8.455,.,$1.70,,$1.70,,,
1712,Paclitaxel protein bound,K,,$13.536,.,$2.71,,$2.71,,,
1745,Radium ra223 dichloride ther,K,,$168.713,.,$33.75,,$33.75,,,
1746,Factor xiii recomb a-subunit,K,,$17.169,.,$3.44,,$3.44,,,
1747,Monovisc inj per dose,K,,$564.654,.,$112.94,,$112.94,,,
1748,Inj tbo filgrastim 1 microg,K,,$0.404,.,$0.09,,$0.09,,,
1761,"Rolapitant, oral, 1mg",K,,$1.616,.,$0.33,,$0.33,,,
1809,"Injection, alemtuzumab",K,,"$2,413.358",.,$482.68,,$482.68,,,
1822,"Injection, zarxio",K,,$0.357,.,$0.08,,$0.08,,8% of reference add-on applied,
1823,"Injection, dalbavancin",K,,$15.600,.,$3.12,,$3.12,,,
1824,Ceftaroline fosamil inj,K,,$3.946,.,$0.79,,$0.79,,,
1825,Ceftazidime and avibactam,K,,$100.727,.,$20.15,,$20.15,,,
1826,Hyqvia 100mg immuneglobulin,K,,$17.687,.,$3.54,,$3.54,,,
1827,Factor viii recomb obizur,K,,$3.229,.,$0.65,,$0.65,,,
1829,Penicillin g benzathine inj,K,,$26.821,.,$5.37,13.624%,$3.66,,Inflation-Adjusted Coinsurance,
1832,Dimethyl sulfoxide 50% 50 ml,K,,$715.390,.,$143.08,,$143.08,,,
1836,Penicillin g procaine inj,K,,$47.190,.,$9.44,,$9.44,,,
1844,Factor viii pegylated recomb,K,,$2.099,.,$0.42,,$0.42,,,
1846,Factor viii nuwiq recomb 1iu,K,,$1.239,.,$0.25,,$0.25,,,
1847,"Injection, inflectra",K,,$11.550,.,$2.32,,$2.32,,8% of reference add-on applied,
1848,Artiss fibrin sealant,K,,$134.496,.,$26.90,,$26.90,,,
1849,Foscarnet sodium injection,K,,$38.277,.,$7.66,,$7.66,,,
1850,Gamma globulin 1 cc inj,K,,$49.416,.,$9.89,,$9.89,,,
1851,Gamma globulin > 10 cc inj,K,,$494.164,.,$98.84,,$98.84,,,
1852,Interferon beta-1a inj,K,,"$2,203.140",.,$440.63,,$440.63,,,
1853,Minocycline hydrochloride,K,,$2.590,.,$0.52,18.580%,$0.49,,Inflation-Adjusted Coinsurance,
1856,Factor viii recomb novoeight,K,,$1.427,.,$0.29,,$0.29,,,
1857,"Inj, factor x, (human), 1iu",K,,$9.533,.,$1.91,,$1.91,,,
1859,Argatroban nonesrd use 1mg,K,,$0.803,.,$0.17,,$0.17,,,
1861,"Inj., bendeka 1 mg",K,,$13.453,.,$2.70,,$2.70,,,
1901,"New Technology - Level 49 ($100,001-$115,000)",S,,"$107,500.500",.,"$21,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1902,"New Technology - Level 49 ($100,001-$115,000)",T,,"$107,500.500",.,"$21,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1903,"New Technology - Level 50 ($115,001-$130,000)",S,,"$122,500.500",.,"$24,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1904,"New Technology - Level 50 ($115,001-$130,000)",T,,"$122,500.500",.,"$24,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1905,"New Technology - Level 51 ($130,001-$145,000)",S,,"$137,500.500",.,"$27,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1906,"New Technology - Level 51 ($130,001-$145,000)",T,,"$137,500.500",.,"$27,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1907,"New Technology - Level 52 ($145,001-$160,000)",S,,"$152,500.500",.,"$30,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
1908,"New Technology - Level 52 ($145,001-$160,000)",T,,"$152,500.500",.,"$30,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
2038,"Gen, neuro, clo loop, rechg",H,,,.,,,,*,,
2039,"Gen, neuro, imp led, ex cntr",H,,,.,,,,*,,
2040,"Endo, single, urinary tract",H,,,.,,,,*,,
2041,"Cath, bladed, vasc prep",H,,,.,,,,,,
2042,"Endo, single, pulmonary",H,,,.,,,,,,
2043,Orth/matrx/bn fill drug-elut,H,,,.,,,,,,
2044,"Ret dev, laser, ivc filter",H,,,.,,,,,,
2045,"Grft, trnsmurl/trnsvens byps",H,,,.,,,,,,
2046,"Pmkr, dual, leadless",H,,,.,,,,,,
2047,"Adapter, us to endoscope",H,,,.,,,,,,
2048,Pump elastomc non-opioid dev,H1,,,.,,,,,,
2049,"Suprt dev, a-v fistula, imp",H,,,.,,,,,,
2050,Cath coronary drug-delivery,H,,,.,,,,,,
2051,Cath renal denerv radiofreq,H,,,.,,,,,,
2052,Cath renal denerv ultrasnd,H,,,.,,,,,,
2053,Si&pelvis fusn&fixn dev,H,,,.,,,,,,
2054,Power endo us-guid bx dev,H,,,.,,,,,,
2055,"Tissue marker, detectable",H,,,.,,,,,,
2056,Pump perist non-opioid dev,H1,,,.,,,,,,
2057,Nerve stim non-opioid dev,H1,,,.,,,,,,
2058,Cryo probe non-opioid dev,H1,,,.,,,,,,
2059,Cryo needle non-opioid dev,H1,,,.,,,,,,
2616,"Brachytx, non-str,Yttrium-90",U,196.0895,"$17,485.100",.,"$3,497.02",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
2632,Iodine I-125 sodium iodide,U,2.3391,$208.580,.,$41.72,,,,,
2634,"Brachytx, non-str, HA, I-125",U,1.8262,$162.840,.,$32.57,,,,,
2635,"Brachytx, non-str, HA, P-103",U,0.7781,$69.380,.,$13.88,,,,,
2636,"Brachy linear, non-str,P-103",U,0.5934,$52.910,.,$10.59,,,,,
2638,"Brachytx, stranded, I-125",U,0.4154,$37.040,.,$7.41,,,,,
2639,"Brachytx, non-stranded,I-125",U,0.3938,$35.110,.,$7.03,,,,,
2640,"Brachytx, stranded, P-103",U,0.7816,$69.690,.,$13.94,,,,,
2641,"Brachytx, non-stranded,P-103",U,0.8946,$79.770,.,$15.96,,,,,
2642,"Brachytx, stranded, C-131",U,1.2096,$107.860,.,$21.58,,,,,
2643,"Brachytx, non-stranded,C-131",U,1.0829,$96.560,.,$19.32,,,,,
2645,"Brachytx, non-str, Gold-198",U,9.7380,$868.330,.,$173.67,,,,,
2646,"Brachytx, non-str, HDR Ir-192",U,3.8398,$342.390,.,$68.48,,,,,
2647,"Brachytx, NS, Non-HDRIr-192",U,6.3307,$564.500,.,$112.90,,,,,
2648,"Brachytx planar, p-103",U,0.0526,$4.690,.,$0.94,,,,,
2698,"Brachytx, stranded, NOS",U,0.4154,$37.040,.,$7.41,,,,,
2699,"Brachytx, non-stranded, NOS",U,0.3938,$35.110,.,$7.03,,,,,
2731,"Immune globulin, powder",K,,$81.431,.,$16.29,,$16.29,,,
2770,Quinupristin/dalfopristin,K,,$4.260,.,$0.86,,$0.86,,,
4001,Echo guidance radiotherapy,S,1.5627,$139.340,.,$27.87,,,,,
4002,Stereoscopic x-ray guidance,S,0.5914,$52.730,.,$10.55,,,,,
4003,"Radiation treatment delivery, MeV <= 5; simple",S,1.6272,$145.100,.,$29.02,,,,,
4004,"Radiation treatment delivery, 6-10 MeV; simple",S,1.3190,$117.610,.,$23.53,,,,,
4005,"Radiation treatment delivery, 11-19 MeV; simple",S,1.3190,$117.610,.,$23.53,,,,,
4006,"Radiation treatment delivery, MeV>=20; simple",S,1.3118,$116.970,.,$23.40,,,,,
4007,"Radiation treatment delivery, MeV<=5; intermediate",S,2.3404,$208.690,.,$41.74,,,,,
4008,"Radiation treatment delivery, 6-10 MeV; intermediate",S,1.8172,$162.040,.,$32.41,,,,,
4009,"Radiation treatment delivery, 11-19 MeV; intermediate",S,1.8315,$163.310,.,$32.67,,,,,
4010,"Radiation treatment delivery, MeV >=20; intermediate",S,1.8027,$160.740,.,$32.15,,,,,
4011,"Radiation treatment delivery, MeV<=5; complex",S,2.3941,$213.480,.,$42.70,,,,,
4012,"Radiation treatment delivery, 6-10 MeV; complex",S,2.3977,$213.800,.,$42.76,,,,,
4013,"Radiation treatment delivery, 11-19 MeV; complex",S,2.4086,$214.770,.,$42.96,,,,,
4014,"Radiation treatment delivery, MeV >=20; complex",S,2.3941,$213.480,.,$42.70,,,,,
4015,Radiation tx delivery imrt,S,3.7382,$333.330,.,$66.67,,,,,
4016,Delivery comp imrt,S,3.7238,$332.050,.,$66.41,,,,,
5012,Clinic Visits and Related Services,V,1.4452,$128.870,.,$25.78,,,,,
5021,Level 1 Type A ED Visits,V,0.9875,$88.050,.,$17.61,,,,,
5022,Level 2 Type A ED Visits,V,1.7759,$158.360,.,$31.68,,,,,
5023,Level 3 Type A ED Visits,V,3.1052,$276.890,.,$55.38,,,,,
5024,Level 4 Type A ED Visits,V,4.7754,$425.820,.,$85.17,,,,,
5025,Level 5 Type A ED Visits,V,6.8757,$613.100,.,$122.62,,,,,
5031,Level 1 Type B ED Visits,V,0.9428,$84.070,.,$16.82,,,,,
5032,Level 2 Type B ED Visits,V,1.2410,$110.660,.,$22.14,,,,,
5033,Level 3 Type B ED Visits,V,2.0925,$186.590,.,$37.32,,,,,
5034,Level 4 Type B ED Visits,V,3.2023,$285.550,.,$57.11,,,,,
5035,Level 5 Type B ED Visits,V,4.5295,$403.890,.,$80.78,,,,,
5041,Critical Care,S,9.4496,$842.610,.,$168.53,,,,,
5045,Trauma Response with Critical Care,S,14.8389,"$1,323.170",.,$264.64,,,,,
5051,Level 1 Skin Procedures,T,2.2284,$198.700,.,$39.74,,,,,
5052,Level 2 Skin Procedures,T,4.4806,$399.530,.,$79.91,,,,,
5053,Level 3 Skin Procedures,T,6.8648,$612.130,.,$122.43,,,,,
5054,Level 4 Skin Procedures,T,20.5142,"$1,829.230",.,$365.85,,,,,
5055,Level 5 Skin Procedures,T,41.0565,"$3,660.970",.,$732.20,,,,,
5061,Hyperbaric Oxygen,S,1.5465,$137.900,.,$27.58,,,,,
5071,Level 1 Excision/ Biopsy/ Incision and Drainage,T,7.8905,$703.590,.,$140.72,,,,,
5072,Level 2 Excision/ Biopsy/ Incision and Drainage,J1,18.1704,"$1,620.240",.,$324.05,,,,,
5073,Level 3 Excision/ Biopsy/ Incision and Drainage,J1,32.0969,"$2,862.050",.,$572.41,,,,,
5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,J1,42.9441,"$3,829.280",.,$765.86,,,,,
5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,J1,73.1359,"$6,521.460",.,"$1,304.30",,,,,
5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,J1,107.3136,"$9,569.050",.,"$1,913.81",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,J1,195.1166,"$17,398.350",.,"$3,479.67",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5101,Level 1 Strapping and Cast Application,T,1.7696,$157.790,.,$31.56,,,,,
5102,Level 2 Strapping and Cast Application,T,2.9784,$265.580,.,$53.12,,,,,
5111,Level 1 Musculoskeletal Procedures,T,2.6902,$239.880,.,$47.98,,,,,
5112,Level 2 Musculoskeletal Procedures,J1,17.9481,"$1,600.410",.,$320.09,,,,,
5113,Level 3 Musculoskeletal Procedures,J1,36.3872,"$3,244.610",.,$648.93,,,,,
5114,Level 4 Musculoskeletal Procedures,J1,80.1145,"$7,143.730",.,"$1,428.75",,,,,
5115,Level 5 Musculoskeletal Procedures,J1,144.2970,"$12,866.820",.,"$2,573.37",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5116,Level 6 Musculoskeletal Procedures,J1,206.2381,"$18,390.050",.,"$3,678.01",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5151,Level 1 Airway Endoscopy,T,2.1772,$194.140,.,$38.83,,,,,
5152,Level 2 Airway Endoscopy,T,4.3548,$388.310,.,$77.67,,,,,
5153,Level 3 Airway Endoscopy,J1,19.3394,"$1,724.470",.,$344.90,,,,,
5154,Level 4 Airway Endoscopy,J1,41.3479,"$3,686.950",.,$737.39,,,,,
5155,Level 5 Airway Endoscopy,J1,77.6331,"$6,922.470",.,"$1,384.50",,,,,
5161,Level 1 ENT Procedures,T,2.6043,$232.220,.,$46.45,,,,,
5162,Level 2 ENT Procedures,T,5.7111,$509.250,.,$101.85,,,,,
5163,Level 3 ENT Procedures,J1,16.6121,"$1,481.280",.,$296.26,,,,,
5164,Level 4 ENT Procedures,J1,36.3699,"$3,243.070",.,$648.62,,,,,
5165,Level 5 ENT Procedures,J1,66.3421,"$5,915.660",.,"$1,183.14",,,,,
5166,Cochlear Implant Procedure,J1,356.7139,"$31,807.820","$6,942.79","$6,361.57",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5181,Level 1 Vascular Procedures,T,6.9336,$618.260,.,$123.66,,,,,
5182,Level 2 Vascular Procedures,J1,17.4213,"$1,553.440",.,$310.69,,,,,
5183,Level 3 Vascular Procedures,J1,35.2981,"$3,147.500",.,$629.50,,,,,
5184,Level 4 Vascular Procedures,J1,60.6231,"$5,405.700",.,"$1,081.14",,,,,
5191,Level 1 Endovascular Procedures,J1,36.0710,"$3,216.410",$863.75,$643.29,,,,,
5192,Level 2 Endovascular Procedures,J1,63.9406,"$5,701.520",.,"$1,140.31",,,,,
5193,Level 3 Endovascular Procedures,J1,127.1806,"$11,340.570",.,"$2,268.12",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5194,Level 4 Endovascular Procedures,J1,201.3785,"$17,956.720",.,"$3,591.35",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5200,Implantation Wireless PA Pressure Monitor,J1,318.8140,"$28,428.330",.,"$5,685.67",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5211,Level 1 Electrophysiologic Procedures,J1,13.6145,"$1,213.990",.,$242.80,,,,,
5212,Level 2 Electrophysiologic Procedures,J1,85.0980,"$7,588.100",.,"$1,517.62",,,,,
5213,Level 3 Electrophysiologic Procedures,J1,275.1214,"$24,532.300",.,"$4,906.46",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5221,Level 1 Pacemaker and Similar Procedures,T,40.8135,"$3,639.300",.,$727.86,,,,,
5222,Level 2 Pacemaker and Similar Procedures,J1,92.8123,"$8,275.980",.,"$1,655.20",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5223,Level 3 Pacemaker and Similar Procedures,J1,117.3651,"$10,465.330",.,"$2,093.07",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5224,Level 4 Pacemaker and Similar Procedures,J1,213.8766,"$19,071.160",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5231,Level 1 ICD and Similar Procedures,J1,251.7264,"$22,446.190",.,"$4,489.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5232,Level 2 ICD and Similar Procedures,J1,359.5597,"$32,061.580",.,"$6,412.32",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5241,Level 1 Blood Product Exchange and Related Services,S,4.9028,$437.180,.,$87.44,,,,,
5242,Level 2 Blood Product Exchange and Related Services,S,18.3840,"$1,639.280",.,$327.86,,,,,
5243,Level 3 Blood Product Exchange and Related Services,S,52.5426,"$4,685.170",.,$937.04,,,,,
5244,Level 4 Blood Product Exchange and Related Services,J1,663.2611,"$59,142.330",.,"$11,828.47",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5301,Level 1 Upper GI Procedures,T,10.5144,$937.560,.,$187.52,,,,,
5302,Level 2 Upper GI Procedures,J1,21.2741,"$1,896.990",.,$379.40,,,,,
5303,Level 3 Upper GI Procedures,J1,42.6665,"$3,804.530",.,$760.91,,,,,
5311,Level 1 Lower GI Procedures,T,10.2245,$911.710,.,$182.35,,,,,
5312,Level 2 Lower GI Procedures,T,13.2230,"$1,179.080",.,$235.82,,,,,
5313,Level 3 Lower GI Procedures,J1,30.7550,"$2,742.390",.,$548.48,,,,,
5331,Complex GI Procedures,J1,66.7587,"$5,952.810",.,"$1,190.57",,,,,
5341,Level 1 Abdominal/Peritoneal/Biliary and Related Procedures,J1,39.5772,"$3,529.060",.,$705.82,,,,,
5342,Level 2 Abdominal/Peritoneal/Biliary and Related Procedures,J1,69.9767,"$6,239.750",.,"$1,247.95",,,,,
5361,Level 1 Laparoscopy and Related Services,J1,65.4304,"$5,834.360",.,"$1,166.88",,,,,
5362,Level 2 Laparoscopy and Related Services,J1,116.7583,"$10,411.220",.,"$2,082.25",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5371,Level 1 Urology and Related Services,T,2.7275,$243.210,.,$48.65,,,,,
5372,Level 2 Urology and Related Services,J1,7.4854,$667.470,.,$133.50,,,,,
5373,Level 3 Urology and Related Services,J1,22.9733,"$2,048.510",.,$409.71,,,,,
5374,Level 4 Urology and Related Services,J1,38.6790,"$3,448.970",.,$689.80,,,,,
5375,Level 5 Urology and Related Services,J1,57.0111,"$5,083.620",.,"$1,016.73",,,,,
5376,Level 6 Urology and Related Services,J1,103.7036,"$9,247.150",.,"$1,849.43",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5377,Level 7 Urology and Related Services,J1,145.7056,"$12,992.420",.,"$2,598.49",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5378,Level 8 Urology and Related Services,J1,225.7350,"$20,128.560",.,"$4,025.72",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5401,Dialysis,S,7.8471,$699.720,.,$139.95,,,,,
5411,Level 1 Gynecologic Procedures,T,2.2561,$201.170,.,$40.24,,,,,
5412,Level 2 Gynecologic Procedures,T,3.4114,$304.190,.,$60.84,,,,,
5413,Level 3 Gynecologic Procedures,T,9.7651,$870.740,.,$174.15,,,,,
5414,Level 4 Gynecologic Procedures,J1,35.6573,"$3,179.530",.,$635.91,,,,,
5415,Level 5 Gynecologic Procedures,J1,55.3606,"$4,936.450",.,$987.29,,,,,
5416,Level 6 Gynecologic Procedures,J1,82.9303,"$7,394.810",.,"$1,478.97",,,,,
5431,Level 1 Nerve Procedures,J1,21.8997,"$1,952.770",.,$390.56,,,,,
5432,Level 2 Nerve Procedures,J1,71.8195,"$6,404.070",.,"$1,280.82",,,,,
5441,Level 1 Nerve Injections,T,3.3105,$295.190,.,$59.04,,,,,
5442,Level 2 Nerve Injections,T,7.7664,$692.520,.,$138.51,,,,,
5443,Level 3 Nerve Injections,T,9.9843,$890.290,.,$178.06,,,,,
5461,Level 1 Neurostimulator and Related Procedures,J1,38.5673,"$3,439.010",.,$687.81,,,,,
5462,Level 2 Neurostimulator and Related Procedures,J1,73.6007,"$6,562.900",.,"$1,312.58",,,,,
5463,Level 3 Neurostimulator and Related Procedures,J1,139.8503,"$12,470.310",.,"$2,494.07",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5464,Level 4 Neurostimulator and Related Procedures,J1,240.4915,"$21,444.390",.,"$4,288.88",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5465,Level 5 Neurostimulator and Related Procedures,J1,341.7509,"$30,473.590",.,"$6,094.72",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5471,Implantation of Drug Infusion Device,J1,198.2092,"$17,674.120",.,"$3,534.83",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5481,Laser Eye Procedures,T,6.1524,$548.600,.,$109.72,,,,,
5491,Level 1 Intraocular Procedures,J1,25.5776,"$2,280.730",.,$456.15,,,,,
5492,Level 2 Intraocular Procedures,J1,45.1150,"$4,022.860",.,$804.58,,,,,
5493,Level 3 Intraocular Procedures,J1,57.8644,"$5,159.710",.,"$1,031.95",,,,,
5494,Level 4 Intraocular Procedures,J1,160.2497,"$14,289.310",.,"$2,857.87",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5495,Level 5 Intraocular Procedures,J1,172.3113,"$15,364.830",.,"$3,072.97",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5496,Level 6 Intraocular Procedures,J1,184.1048,"$16,416.440",.,"$3,283.29",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
5501,"Level 1 Extraocular, Repair, and Plastic Eye Procedures",T,3.3524,$298.930,.,$59.79,,,,,
5502,"Level 2 Extraocular, Repair, and Plastic Eye Procedures",T,10.8618,$968.540,.,$193.71,,,,,
5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",J1,26.1633,"$2,332.960",.,$466.60,,,,,
5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",J1,42.2905,"$3,771.000",.,$754.20,,,,,
5521,Level 1 Imaging without Contrast,S,0.9874,$88.050,.,$17.61,,,,,
5522,Level 2 Imaging without Contrast,S,1.1926,$106.340,.,$21.27,,,,,
5523,Level 3 Imaging without Contrast,S,2.7108,$241.720,.,$48.35,,,,,
5524,Level 4 Imaging without Contrast,S,6.1490,$548.300,.,$109.66,,,,,
