"2025","03102","00","0446T","  ","0002892.31","0000053.91"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","0447T","  ","0000093.85","0000062.62"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","0448T","  ","0002741.40","0000089.70"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","0509T","  ","0000071.52","0000071.52"," ","1","A","7","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","0509T","26","0000019.84","0000019.84"," ","1","A","7","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","0509T","TC","0000051.68","0000051.68"," ","1","A","7","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10004","  ","0000050.60","0000041.14"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10005","  ","0000126.39","0000068.99"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10006","  ","0000057.19","0000047.09"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10007","  ","0000287.24","0000084.45"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10008","  ","0000134.36","0000049.21"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10009","  ","0000396.45","0000102.20"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10010","  ","0000222.54","0000068.32"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10021","  ","0000095.49","0000052.28"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10030","  ","0000586.43","0000126.92"," ","9","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2025","03102","00","10035","  ","0000332.21","0000078.96"," ","0","A","2","0000000.00","0000000.00","9","0000000.00","0000000.00"
